"PVWatts Hourly PV Performance Data"
"Requested Location","5230 Dexter Ann Arbor Rd"
"Location","Lat, Lng: 42.29, -83.82"
"Latitude (DD)","42.29"
"Longitude (DD)","-83.82"
"Elevation (m)","268.2799987793"
"DC System Size (kW)","8.55"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","225"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","30","11","0","31","4","6.3","0.13","30.038","4.374","216.919","175.345"
"11","30","12","0","67","3","6.2","0.13","65.042","3.819","484.688","433.625"
"11","30","13","1","139","3","6.2","0.13","141.801","4.789","1083.961","1011.663"
"11","30","14","0","55","2","6.3","0.13","53.351","2.665","398.675","350.66"
"11","30","15","0","19","1","6","0.13","18.38","1.237","131.843","93.283"
"11","30","16","0","5","1","5.2","0.13","4.827","1.065","27.148","0"
"11","30","17","0","0","1","4.4","0.13","0","1","0","0"
"11","30","18","0","0","1","3.9","0.13","0","1","0","0"
"11","30","19","0","0","1","4.4","0.13","0","1","0","0"
"11","30","20","0","0","0","4.8","0.13","0","0","0","0"
"11","30","21","0","0","0","5.4","0.13","0","0","0","0"
"11","30","22","0","0","0","6.1","0.13","0","0","0","0"
"11","30","23","0","0","0","6.3","0.13","0","0","0","0"
"12","1","0","0","0","-1","6.3","0.13","0","-1","0","0"
"12","1","1","0","0","0","6.1","0.13","0","0","0","0"
"12","1","2","0","0","0","5.8","0.13","0","0","0","0"
"12","1","3","0","0","0","5.3","0.13","0","0","0","0"
"12","1","4","0","0","-1","4.9","0.13","0","-1","0","0"
"12","1","5","0","0","0","4.5","0.13","0","0","0","0"
"12","1","6","0","0","0","4","0.13","0","0","0","0"
"12","1","7","0","0","0","3.6","0.13","0","0","0","0"
"12","1","8","39","37","0","3.4","0.13","37.67","0.655","252.208","209.383"
"12","1","9","579","68","1","3.2","0.13","224.544","5.133","1568.664","1479.191"
"12","1","10","706","82","3","3.1","0.13","401.377","10.779","3074.1","2931.284"
"12","1","11","23","161","5","3.2","0.13","174.671","8.288","1328.183","1247.232"
"12","1","12","801","82","6","3.6","0.13","626.059","17.27","4807.477","4603.24"
"12","1","13","816","71","7","4","0.13","649.728","18.017","4987.656","4777.035"
"12","1","14","761","64","8","4","0.13","580.906","17.904","4475.067","4282.609"
"12","1","15","641","51","8","3","0.13","427.064","16.645","3279.331","3129.243"
"12","1","16","281","28","5","2.1","0.13","128.542","7.858","790.106","728.221"
"12","1","17","0","0","3","2.1","0.13","0","3","0","0"
"12","1","18","0","0","3","2.4","0.13","0","3","0","0"
"12","1","19","0","0","3","3","0.13","0","3","0","0"
"12","1","20","0","0","2","3.5","0.13","0","2","0","0"
"12","1","21","0","0","2","3.6","0.13","0","2","0","0"
"12","1","22","0","0","1","3.6","0.13","0","1","0","0"
"12","1","23","0","0","1","3.4","0.13","0","1","0","0"
"12","2","0","0","0","0","3.5","0.13","0","0","0","0"
"12","2","1","0","0","0","3.8","0.13","0","0","0","0"
"12","2","2","0","0","0","3.9","0.13","0","0","0","0"
"12","2","3","0","0","0","3.8","0.13","0","0","0","0"
"12","2","4","0","0","0","3.2","0.13","0","0","0","0"
"12","2","5","0","0","0","2.6","0.13","0","0","0","0"
"12","2","6","0","0","0","2.8","0.13","0","0","0","0"
"12","2","7","0","0","0","3","0.13","0","0","0","0"
"12","2","8","299","33","0","2.9","0.13","49.863","0.836","270.344","226.877"
"12","2","9","688","55","1","2.5","0.13","237.973","5.926","1635.003","1543.18"
"12","2","10","799","66","3","2.3","0.13","421.765","12.426","3209.379","3061.77"
"12","2","11","551","121","4","2.4","0.13","452.493","13.955","3500.196","3342.282"
"12","2","12","14","159","5","2.2","0.13","169.931","8.817","1286.275","1206.808"
"12","2","13","42","164","6","2.1","0.13","206.447","10.745","1566.829","1477.422"
"12","2","14","0","106","5","2","0.13","107.9","7.522","811.791","749.138"
"12","2","15","0","11","4","1.7","0.13","10.633","4.264","73.473","36.981"
"12","2","16","0","2","3","1.7","0.13","1.93","3.045","10.079","0"
"12","2","17","0","0","3","2.7","0.13","0","3","0","0"
"12","2","18","0","0","3","3.7","0.13","0","3","0","0"
"12","2","19","0","0","3","4","0.13","0","3","0","0"
"12","2","20","0","0","2","4.1","0.13","0","2","0","0"
"12","2","21","0","0","2","4.1","0.13","0","2","0","0"
"12","2","22","0","0","1","4.5","0.13","0","1","0","0"
"12","2","23","0","0","1","5","0.13","0","1","0","0"
"12","3","0","0","0","1","5.6","0.13","0","1","0","0"
"12","3","1","0","0","2","6","0.13","0","2","0","0"
"12","3","2","0","0","2","6.1","0.13","0","2","0","0"
"12","3","3","0","0","2","6.1","0.13","0","2","0","0"
"12","3","4","0","0","2","5.8","0.13","0","2","0","0"
"12","3","5","0","0","1","5.4","0.13","0","1","0","0"
"12","3","6","0","0","1","5.1","0.13","0","1","0","0"
"12","3","7","0","0","1","4.9","0.13","0","1","0","0"
"12","3","8","275","39","1","5","0.13","52.469","1.662","294.807","250.472"
"12","3","9","0","24","2","5.3","0.13","23.228","2.325","167.79","127.956"
"12","3","10","0","29","3","5.5","0.13","28.086","3.384","203.934","162.82"
"12","3","11","0","37","4","5.6","0.13","35.861","4.483","260.864","217.732"
"12","3","12","85","186","4","5.7","0.13","253.699","7.409","1960.954","1857.581"
"12","3","13","91","173","4","5.5","0.13","250.482","7.448","1940.199","1837.561"
"12","3","14","0","73","4","5.1","0.13","71.469","5.025","534.991","482.145"
"12","3","15","0","18","3","4.1","0.13","17.411","3.285","123.432","85.17"
"12","3","16","0","4","2","2.6","0.13","3.861","2.075","20.756","0"
"12","3","17","0","0","1","2.1","0.13","0","1","0","0"
"12","3","18","0","0","0","2.4","0.13","0","0","0","0"
"12","3","19","0","0","0","2.8","0.13","0","0","0","0"
"12","3","20","0","0","0","2.9","0.13","0","0","0","0"
"12","3","21","0","0","0","2.9","0.13","0","0","0","0"
"12","3","22","0","0","0","3.3","0.13","0","0","0","0"
"12","3","23","0","0","0","4","0.13","0","0","0","0"
"12","4","0","0","0","-1","4.5","0.13","0","-1","0","0"
"12","4","1","0","0","-1","5","0.13","0","-1","0","0"
"12","4","2","0","0","-2","5.1","0.13","0","-2","0","0"
"12","4","3","0","0","-2","4.9","0.13","0","-2","0","0"
"12","4","4","0","0","-3","4.6","0.13","0","-3","0","0"
"12","4","5","0","0","-4","4.4","0.13","0","-4","0","0"
"12","4","6","0","0","-4","4.4","0.13","0","-4","0","0"
"12","4","7","0","0","-4","4.5","0.13","0","-4","0","0"
"12","4","8","379","34","-3","5.2","0.13","53.704","-2.371","282.956","239.042"
"12","4","9","647","62","-2","5.9","0.13","230.694","0.938","1612.76","1521.726"
"12","4","10","763","77","-1","6.1","0.13","414.802","4.366","3242.945","3094.146"
"12","4","11","820","83","-1","6","0.13","560.091","6.383","4475.434","4282.963"
"12","4","12","49","176","-1","5.8","0.13","218.897","1.901","1716.709","1621.991"
"12","4","13","0","132","-1","5.6","0.13","133.627","0.805","1035.235","964.664"
"12","4","14","0","64","-1","5.3","0.13","62.118","-0.131","472.108","421.49"
"12","4","15","17","80","-1","4.6","0.13","93.962","0.449","721.274","661.828"
"12","4","16","266","30","-2","3.6","0.13","123.272","0.09","759.275","698.482"
"12","4","17","0","0","-3","3.1","0.13","0","-3","0","0"
"12","4","18","0","0","-3","3","0.13","0","-3","0","0"
"12","4","19","0","0","-4","2.7","0.13","0","-4","0","0"
"12","4","20","0","0","-4","2.5","0.13","0","-4","0","0"
"12","4","21","0","0","-4","2.4","0.13","0","-4","0","0"
"12","4","22","0","0","-4","2.5","0.13","0","-4","0","0"
"12","4","23","0","0","-4","2.7","0.13","0","-4","0","0"
"12","5","0","0","0","-4","2.7","0.13","0","-4","0","0"
"12","5","1","0","0","-4","2.6","0.13","0","-4","0","0"
"12","5","2","0","0","-4","2.5","0.13","0","-4","0","0"
"12","5","3","0","0","-4","2.4","0.13","0","-4","0","0"
"12","5","4","0","0","-4","2.2","0.13","0","-4","0","0"
"12","5","5","0","0","-4","2.1","0.13","0","-4","0","0"
"12","5","6","0","0","-5","2","0.13","0","-5","0","0"
"12","5","7","0","0","-5","2.1","0.13","0","-5","0","0"
"12","5","8","365","35","-4","2.3","0.13","52.98","-3.03","282.719","238.812"
"12","5","9","640","64","-3","2.5","0.13","229.263","1.741","1595.899","1505.461"
"12","5","10","713","90","-2","2.5","0.13","405.608","6.711","3142.663","2997.417"
"12","5","11","770","99","-1","2.6","0.13","549.57","10.682","4321.453","4134.438"
"12","5","12","103","185","-1","2.8","0.13","264.033","4.343","2068.079","1960.91"
"12","5","13","0","95","-1","2.9","0.13","93.638","0.847","716.97","657.677"
"12","5","14","0","78","-1","2.8","0.13","76.881","0.545","587.277","532.579"
"12","5","15","0","49","-1","2.6","0.13","47.687","-0.009","356.872","310.338"
"12","5","16","240","31","-2","2.1","0.13","119.504","0.624","729.007","669.287"
"12","5","17","0","0","-3","1.9","0.13","0","-3","0","0"
"12","5","18","0","0","-3","2.2","0.13","0","-3","0","0"
"12","5","19","0","0","-3","2.4","0.13","0","-3","0","0"
"12","5","20","0","0","-3","2.4","0.13","0","-3","0","0"
"12","5","21","0","0","-3","2.4","0.13","0","-3","0","0"
"12","5","22","0","0","-3","2.6","0.13","0","-3","0","0"
"12","5","23","0","0","-3","2.9","0.13","0","-3","0","0"
"12","6","0","0","0","-3","3","0.13","0","-3","0","0"
"12","6","1","0","0","-3","3","0.13","0","-3","0","0"
"12","6","2","0","0","-4","3.1","0.13","0","-4","0","0"
"12","6","3","0","0","-4","3.4","0.13","0","-4","0","0"
"12","6","4","0","0","-4","3.4","0.13","0","-4","0","0"
"12","6","5","0","0","-4","3.3","0.13","0","-4","0","0"
"12","6","6","0","0","-4","3.4","0.13","0","-4","0","0"
"12","6","7","0","0","-4","3.8","0.13","0","-4","0","0"
"12","6","8","326","33","-3","4.3","0.13","48.018","-2.362","256.144","213.18"
"12","6","9","602","64","-1","5.1","0.13","218.205","2.052","1514.762","1427.199"
"12","6","10","723","80","0","5.6","0.13","397.369","5.437","3088.31","2944.99"
"12","6","11","780","87","0","5.8","0.13","539.845","7.28","4298.606","4112.401"
"12","6","12","799","88","1","5.7","0.13","623.397","9.488","4924.029","4715.662"
"12","6","13","753","91","2","5.4","0.13","627.395","10.842","4938.341","4729.468"
"12","6","14","131","136","1","4.8","0.13","243.93","4.686","1919.024","1817.137"
"12","6","15","542","65","0","3.7","0.13","391.131","7.068","3097.534","2953.887"
"12","6","16","222","29","0","2.7","0.13","111.439","2.182","670.105","612.472"
"12","6","17","0","0","0","2.6","0.13","0","0","0","0"
"12","6","18","0","0","0","2.8","0.13","0","0","0","0"
"12","6","19","0","0","-1","2.7","0.13","0","-1","0","0"
"12","6","20","0","0","-1","2.4","0.13","0","-1","0","0"
"12","6","21","0","0","-1","2.2","0.13","0","-1","0","0"
"12","6","22","0","0","-1","2.1","0.13","0","-1","0","0"
"12","6","23","0","0","-1","2","0.13","0","-1","0","0"
"12","7","0","0","0","-1","1.9","0.13","0","-1","0","0"
"12","7","1","0","0","-1","1.8","0.13","0","-1","0","0"
"12","7","2","0","0","-1","1.7","0.13","0","-1","0","0"
"12","7","3","0","0","-2","1.4","0.13","0","-2","0","0"
"12","7","4","0","0","-2","1.2","0.13","0","-2","0","0"
"12","7","5","0","0","-2","1.4","0.13","0","-2","0","0"
"12","7","6","0","0","-2","1.6","0.13","0","-2","0","0"
"12","7","7","0","0","-3","1.8","0.13","0","-3","0","0"
"12","7","8","175","39","-2","2.3","0.13","44.533","-1.129","262.815","219.614"
"12","7","9","34","86","-1","2.7","0.13","93.376","0.903","703.744","644.919"
"12","7","10","575","111","0","2.9","0.13","364.107","7.274","2809.149","2675.721"
"12","7","11","639","124","0","3.1","0.13","500.396","9.739","3938.821","3765.364"
"12","7","12","40","170","0","3.3","0.13","206.162","3.825","1602.787","1512.106"
"12","7","13","45","161","0","3.6","0.13","205.036","3.632","1598.576","1508.044"
"12","7","14","0","85","0","3.6","0.13","84.554","1.492","645.734","588.964"
"12","7","15","0","30","0","3","0.13","29.051","0.563","212.713","171.287"
"12","7","16","0","7","-1","2","0.13","6.762","-0.854","36.885","1.69"
"12","7","17","0","0","-2","1.6","0.13","0","-2","0","0"
"12","7","18","0","0","-2","1.8","0.13","0","-2","0","0"
"12","7","19","0","0","-2","2","0.87","0","-2","0","0"
"12","7","20","0","0","-3","2.2","0.87","0","-3","0","0"
"12","7","21","0","0","-3","2.2","0.87","0","-3","0","0"
"12","7","22","0","0","-3","2","0.87","0","-3","0","0"
"12","7","23","0","0","-3","1.7","0.87","0","-3","0","0"
"12","8","0","0","0","-3","1.4","0.87","0","-3","0","0"
"12","8","1","0","0","-3","1.1","0.87","0","-3","0","0"
"12","8","2","0","0","-3","0.9","0.87","0","-3","0","0"
"12","8","3","0","0","-3","0.6","0.87","0","-3","0","0"
"12","8","4","0","0","-3","0.4","0.87","0","-3","0","0"
"12","8","5","0","0","-3","0.7","0.87","0","-3","0","0"
"12","8","6","0","0","-3","1.2","0.87","0","-3","0","0"
"12","8","7","0","0","-3","1.7","0.87","0","-3","0","0"
"12","8","8","25","33","-2","2.2","0.87","41.457","-1.299","270.478","227.006"
"12","8","9","128","88","-1","2.7","0.87","143.461","1.457","1069.313","997.534"
"12","8","10","240","133","0","3.2","0.87","284.747","4.652","2215.554","2103.159"
"12","8","11","79","169","0","3.2","0.87","263.611","4.219","2064.364","1957.327"
"12","8","12","226","179","0","3.1","0.87","412.513","6.848","3240.138","3091.438"
"12","8","13","130","170","0","3.4","0.87","335.051","5.227","2636.362","2509.057"
"12","8","14","534","128","0","3.9","0.87","574.246","8.803","4544.167","4349.261"
"12","8","15","0","73","0","4","0.87","92.248","1.289","703.088","644.286"
"12","8","16","0","17","0","3.9","0.87","20.384","0.262","115.657","77.67"
"12","8","17","0","0","0","4.4","0.87","0","0","0","0"
"12","8","18","0","0","0","5.4","0.87","0","0","0","0"
"12","8","19","0","0","0","6","0.13","0","0","0","0"
"12","8","20","0","0","0","6.1","0.13","0","0","0","0"
"12","8","21","0","0","0","6.6","0.13","0","0","0","0"
"12","8","22","0","0","0","7.4","0.13","0","0","0","0"
"12","8","23","0","0","0","7.9","0.13","0","0","0","0"
"12","9","0","0","0","0","8","0.13","0","0","0","0"
"12","9","1","0","0","0","8","0.13","0","0","0","0"
"12","9","2","0","0","0","7.6","0.13","0","0","0","0"
"12","9","3","0","0","0","6.8","0.13","0","0","0","0"
"12","9","4","0","0","1","5.9","0.13","0","1","0","0"
"12","9","5","0","0","1","5.1","0.13","0","1","0","0"
"12","9","6","0","0","1","5.2","0.13","0","1","0","0"
"12","9","7","0","0","2","6.1","0.13","0","2","0","0"
"12","9","8","215","34","2","7","0.13","40.531","2.405","221.047","179.326"
"12","9","9","0","24","2","7.6","0.13","23.227","2.254","167.537","127.712"
"12","9","10","0","24","2","8.3","0.13","23.234","2.238","168.295","128.443"
"12","9","11","0","124","1","9.1","0.13","122.99","2.178","945.642","878.245"
"12","9","12","0","129","0","9.8","0.13","128.85","1.166","994.554","925.425"
"12","9","13","0","25","0","10","0.13","24.213","0.216","176.665","136.516"
"12","9","14","0","19","0","9.9","0.13","18.387","0.165","133.106","94.502"
"12","9","15","0","25","-1","9.8","0.13","24.198","-0.781","176.849","136.694"
"12","9","16","0","5","-1","9.7","0.13","4.828","-0.959","25.861","0"
"12","9","17","0","0","0","9.3","0.13","0","0","0","0"
"12","9","18","0","0","0","9.2","0.13","0","0","0","0"
"12","9","19","0","0","0","8.7","0.87","0","0","0","0"
"12","9","20","0","0","-1","7.9","0.87","0","-1","0","0"
"12","9","21","0","0","-2","7.6","0.87","0","-2","0","0"
"12","9","22","0","0","-2","7.4","0.87","0","-2","0","0"
"12","9","23","0","0","-2","7.5","0.87","0","-2","0","0"
"12","10","0","0","0","-3","7.6","0.87","0","-3","0","0"
"12","10","1","0","0","-3","7.6","0.87","0","-3","0","0"
"12","10","2","0","0","-4","7.4","0.87","0","-4","0","0"
"12","10","3","0","0","-4","7.2","0.87","0","-4","0","0"
"12","10","4","0","0","-5","7.2","0.87","0","-5","0","0"
"12","10","5","0","0","-6","7.5","0.87","0","-6","0","0"
"12","10","6","0","0","-7","7.6","0.87","0","-7","0","0"
"12","10","7","0","0","-7","7.7","0.87","0","-7","0","0"
"12","10","8","0","17","-8","8.2","0.87","20.38","-7.834","131.234","92.696"
"12","10","9","85","87","-9","8.8","0.87","129.863","-7.933","1007.705","938.109"
"12","10","10","714","101","-10","9.1","0.87","469.309","-5.998","3797.787","3629.328"
"12","10","11","801","107","-10","9.2","0.87","648.465","-4.447","5361.074","5137.222"
"12","10","12","818","111","-10","9.2","0.87","758.448","-3.565","6241.871","5986.808"
"12","10","13","782","111","-10","9.1","0.87","771.507","-3.453","6357","6097.858"
"12","10","14","703","101","-10","8.9","0.87","655.864","-4.145","5437.286","5210.733"
"12","10","15","566","75","-10","8.6","0.87","427.988","-5.689","3539.164","3379.869"
"12","10","16","265","32","-10","8.3","0.87","127.726","-8.806","799.096","736.892"
"12","10","17","0","0","-10","8","0.87","0","-10","0","0"
"12","10","18","0","0","-10","7.6","0.87","0","-10","0","0"
"12","10","19","0","0","-10","7.3","0.87","0","-10","0","0"
"12","10","20","0","0","-10","7.2","0.87","0","-10","0","0"
"12","10","21","0","0","-11","7.2","0.87","0","-11","0","0"
"12","10","22","0","0","-11","7.1","0.87","0","-11","0","0"
"12","10","23","0","0","-10","6.8","0.87","0","-10","0","0"
"12","11","0","0","0","-10","6.7","0.87","0","-10","0","0"
"12","11","1","0","0","-9","6.7","0.87","0","-9","0","0"
"12","11","2","0","0","-8","6.7","0.87","0","-8","0","0"
"12","11","3","0","0","-8","6.8","0.87","0","-8","0","0"
"12","11","4","0","0","-8","7.1","0.87","0","-8","0","0"
"12","11","5","0","0","-8","7.2","0.87","0","-8","0","0"
"12","11","6","0","0","-9","7.1","0.87","0","-9","0","0"
"12","11","7","0","0","-9","7","0.87","0","-9","0","0"
"12","11","8","387","30","-8","7.1","0.87","65.597","-7.604","368.677","321.724"
"12","11","9","682","61","-7","7.4","0.87","262.309","-4.532","1873.877","1773.589"
"12","11","10","0","104","-7","7.7","0.87","126.032","-5.871","1002.151","932.753"
"12","11","11","0","118","-6","7.8","0.87","143.778","-4.725","1139.539","1065.273"
"12","11","12","68","176","-5","7.9","0.87","277.416","-2.495","2224.597","2111.882"
"12","11","13","594","103","-5","7.9","0.87","616.398","0.803","5008.477","4797.118"
"12","11","14","16","120","-5","7.6","0.87","163.571","-3.496","1301.802","1221.786"
"12","11","15","622","64","-5","6.9","0.87","444.573","0.294","3607.753","3446.028"
"12","11","16","330","28","-5","5.9","0.87","140.294","-3.309","863.201","798.726"
"12","11","17","0","0","-6","5","0.87","0","-6","0","0"
"12","11","18","0","0","-7","4.4","0.87","0","-7","0","0"
"12","11","19","0","0","-8","3.9","0.87","0","-8","0","0"
"12","11","20","0","0","-9","3.3","0.87","0","-9","0","0"
"12","11","21","0","0","-10","2.8","0.87","0","-10","0","0"
"12","11","22","0","0","-10","2.5","0.87","0","-10","0","0"
"12","11","23","0","0","-10","2.2","0.87","0","-10","0","0"
"12","12","0","0","0","-11","1.8","0.87","0","-11","0","0"
"12","12","1","0","0","-11","1.5","0.87","0","-11","0","0"
"12","12","2","0","0","-11","1.4","0.87","0","-11","0","0"
"12","12","3","0","0","-11","1.5","0.87","0","-11","0","0"
"12","12","4","0","0","-10","1.9","0.87","0","-10","0","0"
"12","12","5","0","0","-10","2.5","0.87","0","-10","0","0"
"12","12","6","0","0","-10","2.8","0.87","0","-10","0","0"
"12","12","7","0","0","-9","3","0.87","0","-9","0","0"
"12","12","8","336","29","-8","3.5","0.87","59.263","-7.433","330.17","284.582"
"12","12","9","650","61","-6","3.8","0.87","251.988","-2.366","1784.069","1686.964"
"12","12","10","750","84","-3","4","0.87","460.896","3.837","3598.95","3437.536"
"12","12","11","806","95","-1","4.6","0.87","632.303","7.732","5019.214","4807.475"
"12","12","12","820","99","0","5","0.87","740.723","9.622","5833.455","5592.864"
"12","12","13","789","98","1","4.9","0.87","757.021","10.88","5945.035","5700.49"
"12","12","14","735","84","0","4.4","0.87","654.498","9.457","5184.866","4967.257"
"12","12","15","436","62","0","3.6","0.87","341.359","6.071","2699.493","2569.951"
"12","12","16","179","28","0","3.1","0.87","103.307","1.801","620.259","564.393"
"12","12","17","0","0","-1","3.4","0.87","0","-1","0","0"
"12","12","18","0","0","-1","4","0.87","0","-1","0","0"
"12","12","19","0","0","-1","4.5","0.87","0","-1","0","0"
"12","12","20","0","0","-1","4.6","0.87","0","-1","0","0"
"12","12","21","0","0","-1","4.6","0.87","0","-1","0","0"
"12","12","22","0","0","-1","4.8","0.87","0","-1","0","0"
"12","12","23","0","0","0","4.8","0.87","0","0","0","0"
"12","13","0","0","0","0","4.8","0.87","0","0","0","0"
"12","13","1","0","0","0","4.5","0.87","0","0","0","0"
"12","13","2","0","0","0","3.9","0.87","0","0","0","0"
"12","13","3","0","0","0","3.3","0.87","0","0","0","0"
"12","13","4","0","0","0","3.1","0.87","0","0","0","0"
"12","13","5","0","0","0","3.4","0.87","0","0","0","0"
"12","13","6","0","0","0","3.6","0.87","0","0","0","0"
"12","13","7","0","0","0","3.5","0.87","0","0","0","0"
"12","13","8","0","24","0","3.4","0.87","28.662","0.399","169.602","129.704"
"12","13","9","451","81","0","3.4","0.87","221.052","3.384","1565.765","1476.396"
"12","13","10","574","114","0","3.4","0.87","414.334","6.672","3203.475","3056.074"
"12","13","11","0","27","0","3.4","0.87","32.38","0.483","238.793","196.443"
"12","13","12","0","91","1","3.4","0.87","110.06","2.646","840.734","777.055"
"12","13","13","0","60","1","3.4","0.87","72.061","2.076","544.372","491.194"
"12","13","14","0","69","1","3","0.87","83.243","2.329","633.367","577.036"
"12","13","15","418","90","0","2.2","0.87","369.59","8.242","2898.27","2761.685"
"12","13","16","148","34","0","1.6","0.87","105.749","2.428","638.094","581.595"
"12","13","17","0","0","0","1.4","0.87","0","0","0","0"
"12","13","18","0","0","-1","1.3","0.87","0","-1","0","0"
"12","13","19","0","0","-1","1.1","0.87","0","-1","0","0"
"12","13","20","0","0","-1","0.9","0.87","0","-1","0","0"
"12","13","21","0","0","0","0.5","0.87","0","0","0","0"
"12","13","22","0","0","0","0.4","0.87","0","0","0","0"
"12","13","23","0","0","0","0.6","0.87","0","0","0","0"
"12","14","0","0","0","-1","0.7","0.87","0","-1","0","0"
"12","14","1","0","0","-1","0.9","0.87","0","-1","0","0"
"12","14","2","0","0","-1","1.2","0.87","0","-1","0","0"
"12","14","3","0","0","-1","1.6","0.87","0","-1","0","0"
"12","14","4","0","0","-1","1.9","0.87","0","-1","0","0"
"12","14","5","0","0","-1","2","0.87","0","-1","0","0"
"12","14","6","0","0","-1","2.1","0.87","0","-1","0","0"
"12","14","7","0","0","-1","2.5","0.87","0","-1","0","0"
"12","14","8","0","7","0","3.1","0.87","8.377","0.122","45.871","10.357"
"12","14","9","0","54","0","3.4","0.87","64.851","0.969","488.73","437.524"
"12","14","10","0","61","0","3.3","0.87","73.267","1.112","557.561","503.916"
"12","14","11","4","137","0","3.3","0.87","170.437","2.612","1322.536","1241.785"
"12","14","12","0","36","1","3.2","0.87","43.195","1.666","320.155","274.922"
"12","14","13","0","26","1","2.6","0.87","31.179","1.533","228.609","186.62"
"12","14","14","0","76","2","2.4","0.87","92.353","3.643","701.678","642.926"
"12","14","15","0","11","2","2.6","0.87","13.17","2.225","92.634","55.463"
"12","14","16","95","34","1","3.1","0.87","87.062","2.479","525.579","473.067"
"12","14","17","0","0","1","3.3","0.87","0","1","0","0"
"12","14","18","0","0","1","3.1","0.87","0","1","0","0"
"12","14","19","0","0","0","2.9","0.87","0","0","0","0"
"12","14","20","0","0","0","2.7","0.87","0","0","0","0"
"12","14","21","0","0","0","2.6","0.87","0","0","0","0"
"12","14","22","0","0","0","2.6","0.87","0","0","0","0"
"12","14","23","0","0","0","3","0.87","0","0","0","0"
"12","15","0","0","0","-1","3.3","0.87","0","-1","0","0"
"12","15","1","0","0","-1","3.3","0.87","0","-1","0","0"
"12","15","2","0","0","-2","3.1","0.87","0","-2","0","0"
"12","15","3","0","0","-2","3.1","0.87","0","-2","0","0"
"12","15","4","0","0","-2","3.3","0.87","0","-2","0","0"
"12","15","5","0","0","-3","3.5","0.87","0","-3","0","0"
"12","15","6","0","0","-3","3.4","0.87","0","-3","0","0"
"12","15","7","0","0","-3","3.3","0.87","0","-3","0","0"
"12","15","8","0","12","-3","3.5","0.87","14.375","-2.806","79.287","42.589"
"12","15","9","0","49","-1","4","0.87","58.837","-0.198","443.735","394.123"
"12","15","10","0","103","0","4.5","0.87","124.84","1.599","965.622","897.517"
"12","15","11","0","131","0","5","0.87","160.349","1.927","1244.825","1166.828"
"12","15","12","0","68","0","5.4","0.87","81.699","0.927","621.871","565.947"
"12","15","13","0","75","0","6","0.87","90.19","0.955","689.783","631.453"
"12","15","14","0","66","-1","6.7","0.87","79.379","-0.22","608.909","553.445"
"12","15","15","0","24","-3","6.9","0.87","28.764","-2.724","213.378","171.929"
"12","15","16","0","6","-4","6.6","0.87","7.178","-3.933","40.788","5.454"
"12","15","17","0","0","-5","6.3","0.87","0","-5","0","0"
"12","15","18","0","0","-6","6","0.87","0","-6","0","0"
"12","15","19","0","0","-7","5.3","0.13","0","-7","0","0"
"12","15","20","0","0","-8","4.4","0.13","0","-8","0","0"
"12","15","21","0","0","-9","3.6","0.13","0","-9","0","0"
"12","15","22","0","0","-10","3.3","0.13","0","-10","0","0"
"12","15","23","0","0","-10","3.1","0.13","0","-10","0","0"
"12","16","0","0","0","-10","3.2","0.13","0","-10","0","0"
"12","16","1","0","0","-10","3.5","0.13","0","-10","0","0"
"12","16","2","0","0","-9","3.8","0.13","0","-9","0","0"
"12","16","3","0","0","-9","3.9","0.13","0","-9","0","0"
"12","16","4","0","0","-10","3.8","0.13","0","-10","0","0"
"12","16","5","0","0","-11","3.7","0.13","0","-11","0","0"
"12","16","6","0","0","-11","3.6","0.13","0","-11","0","0"
"12","16","7","0","0","-12","3.4","0.13","0","-12","0","0"
"12","16","8","361","24","-10","3.5","0.13","31.387","-9.588","139.794","100.952"
"12","16","9","670","50","-8","4.2","0.13","205.315","-4.809","1399.419","1315.943"
"12","16","10","742","73","-6","4.6","0.13","381.805","-0.095","2998.129","2858.005"
"12","16","11","828","75","-5","4.5","0.13","536.286","3.501","4333.439","4146"
"12","16","12","858","73","-4","4.3","0.13","631.001","6.265","5048.127","4835.363"
"12","16","13","219","163","-4","4","0.13","339.536","1.706","2717.224","2587.053"
"12","16","14","787","63","-4","3.5","0.13","585.886","6.778","4698.065","4497.705"
"12","16","15","654","52","-5","2.9","0.13","431.437","3.882","3465.73","3309.037"
"12","16","16","333","27","-6","2.4","0.13","136.152","-3.151","864.92","800.384"
"12","16","17","0","0","-7","2.1","0.13","0","-7","0","0"
"12","16","18","0","0","-7","2","0.13","0","-7","0","0"
"12","16","19","0","0","-8","1.8","0.13","0","-8","0","0"
"12","16","20","0","0","-9","1.7","0.13","0","-9","0","0"
